chnm,Classification,casn,code,CmaxStand,NAS,testname,EC,testtarget,tgt_abbr
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,-0.534770317,TOX21_FXR_BLA_antagonist_ratio_Row183,0.416536664,farnesoid x receptor,NR1H4
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.987201574,TOX21_FXR_BLA_antagonist_ratio_Row183,0.069111501,farnesoid x receptor,NR1H4
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-1.449555843,TOX21_FXR_BLA_antagonist_ratio_Row183,31.84422596,farnesoid x receptor,NR1H4
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.967811298,TOX21_FXR_BLA_antagonist_ratio_Row183,48.79306182,farnesoid x receptor,NR1H4
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-0.840398636,TOX21_FXR_BLA_antagonist_ratio_Row183,49.57813077,farnesoid x receptor,NR1H4
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.645893369,TOX21_FXR_BLA_antagonist_ratio_Row183,0.273511962,farnesoid x receptor,NR1H4
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.505345473,TOX21_FXR_BLA_antagonist_ratio_Row183,31.06430428,farnesoid x receptor,NR1H4
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-2.967659989,TOX21_FXR_BLA_antagonist_ratio_Row183,29.96019734,farnesoid x receptor,NR1H4
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.896604339,TOX21_FXR_BLA_antagonist_ratio_Row183,7.681553193,farnesoid x receptor,NR1H4
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.857283373,TOX21_GR_BLA_Agonist_ch1_Row229,34.00098361,glucocorticoid receptor,NR3C1
dexamethasone,AmbiDILIDrugs,50-02-2,C50022,0.2242,0.983807828,TOX21_GR_BLA_Agonist_ch2_Row270,0.003630285,glucocorticoid receptor,NR3C1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-0.477492456,TOX21_GR_BLA_Agonist_ch2_Row270,25.11737175,glucocorticoid receptor,NR3C1
methylprednisolone,LessDILIDrugs,83-43-2,C83432,2.9909,0.993876249,TOX21_GR_BLA_Agonist_ch2_Row270,0.018315528,glucocorticoid receptor,NR3C1
prednisolone,LessDILIDrugs,50-24-8,C50248,0.6797,0.967310487,TOX21_GR_BLA_Agonist_ch2_Row270,0.022219062,glucocorticoid receptor,NR3C1
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,-1.257992818,TOX21_GR_BLA_Agonist_ch2_Row270,2.042354504,glucocorticoid receptor,NR3C1
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,-0.078724633,TOX21_GR_BLA_Agonist_ch2_Row270,14.87561269,glucocorticoid receptor,NR3C1
budesonide,NoDILI Drugs,51333-22-3,C51333223,0.0012,-2.635855,TOX21_GR_BLA_Agonist_ch2_Row270,0.004363026,glucocorticoid receptor,NR3C1
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-0.924854732,TOX21_GR_BLA_Agonist_ch2_Row270,0.729712429,glucocorticoid receptor,NR3C1
fludrocortisone,NoDILI Drugs,127-31-1,C127311,0.0644,0.472937516,TOX21_GR_BLA_Agonist_ch2_Row270,0.033942824,glucocorticoid receptor,NR3C1
hydrocortisone,NoDILI Drugs,50-23-7,C50237,0.8415,0.95473816,TOX21_GR_BLA_Agonist_ch2_Row270,0.038087838,glucocorticoid receptor,NR3C1
dexamethasone,AmbiDILIDrugs,50-02-2,C50022,0.2242,0.987379987,TOX21_GR_BLA_Agonist_ratio_Row239,0.002829407,glucocorticoid receptor,NR3C1
medroxyprogesterone,AmbiDILIDrugs,520-85-4,C520854,0.1158,0.091303212,TOX21_GR_BLA_Agonist_ratio_Row239,0.105227088,glucocorticoid receptor,NR3C1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-0.791018945,TOX21_GR_BLA_Agonist_ratio_Row239,30.44732207,glucocorticoid receptor,NR3C1
methylprednisolone,LessDILIDrugs,83-43-2,C83432,2.9909,0.993992471,TOX21_GR_BLA_Agonist_ratio_Row239,0.017967919,glucocorticoid receptor,NR3C1
prednisolone,LessDILIDrugs,50-24-8,C50248,0.6797,0.96688432,TOX21_GR_BLA_Agonist_ratio_Row239,0.022508728,glucocorticoid receptor,NR3C1
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,-1.901042962,TOX21_GR_BLA_Agonist_ratio_Row239,40.00538245,glucocorticoid receptor,NR3C1
budesonide,NoDILI Drugs,51333-22-3,C51333223,0.0012,-0.137375833,TOX21_GR_BLA_Agonist_ratio_Row239,0.001364851,glucocorticoid receptor,NR3C1
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.512908246,TOX21_GR_BLA_Agonist_ratio_Row239,0.952643516,glucocorticoid receptor,NR3C1
fludrocortisone,NoDILI Drugs,127-31-1,C127311,0.0644,0.352253292,TOX21_GR_BLA_Agonist_ratio_Row239,0.041714888,glucocorticoid receptor,NR3C1
hydrocortisone,NoDILI Drugs,50-23-7,C50237,0.8415,0.954796818,TOX21_GR_BLA_Agonist_ratio_Row239,0.038038478,glucocorticoid receptor,NR3C1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-0.057874614,TOX21_GR_BLA_Antagonist_ch2_Row165,34.89727354,glucocorticoid receptor,NR3C1
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,0.085908981,TOX21_GR_BLA_Antagonist_ch2_Row165,0.914730883,glucocorticoid receptor,NR3C1
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.673345488,TOX21_GR_BLA_Antagonist_ch2_Row165,34.09707988,glucocorticoid receptor,NR3C1
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-3.553423363,TOX21_GR_BLA_Antagonist_ch2_Row165,0.877444682,glucocorticoid receptor,NR3C1
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,-3.09510437,TOX21_GR_BLA_Antagonist_ch2_Row165,17.76742933,glucocorticoid receptor,NR3C1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-0.072650101,TOX21_GR_BLA_Antagonist_ratio_Row155,35.38468881,glucocorticoid receptor,NR3C1
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,0.270370017,TOX21_GR_BLA_Antagonist_ratio_Row155,0.730140724,glucocorticoid receptor,NR3C1
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-3.933541925,TOX21_GR_BLA_Antagonist_ratio_Row155,0.950693529,glucocorticoid receptor,NR3C1
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,-2.728049704,TOX21_GR_BLA_Antagonist_ratio_Row155,16.17488925,glucocorticoid receptor,NR3C1
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-2.625760353,TOX21_GR_BLA_Antagonist_ratio_Row155,27.378479,glucocorticoid receptor,NR3C1
tipranavir,MostDILI Drugs,174484-41-4,C174484414,22.5,-0.546653229,TOX21_GR_BLA_Antagonist_ratio_Row155,34.79969766,glucocorticoid receptor,NR3C1
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.624616036,TOX21_GR_BLA_Antagonist_ratio_Row155,27.88832573,glucocorticoid receptor,NR3C1
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.688439288,TOX21_GR_BLA_Antagonist_viability_Row231,32.52154835,glucocorticoid receptor,NR3C1
dipyridamole,AmbiDILIDrugs,58-32-2,C58322,3.7453,-1.592000147,TOX21_HSE_BLA_agonist_ch2_Row280,9.707818152,heat shock factor,HSF1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.711359307,TOX21_HSE_BLA_agonist_ch2_Row280,9.521708056,heat shock factor,HSF1
entacapone,LessDILIDrugs,130929-57-6,C130929576,4.2583,-2.982250734,TOX21_HSE_BLA_agonist_ch2_Row280,16.9576183,heat shock factor,HSF1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-2.986060296,TOX21_HSE_BLA_agonist_ch2_Row280,67.76302504,heat shock factor,HSF1
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.515325759,TOX21_HSE_BLA_agonist_ch2_Row280,0.131540589,heat shock factor,HSF1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.525602925,TOX21_HSE_BLA_agonist_ch2_Row280,2.561744206,heat shock factor,HSF1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.772893254,TOX21_HSE_BLA_agonist_ch2_Row280,33.41025278,heat shock factor,HSF1
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.019510842,TOX21_HSE_BLA_agonist_ch2_Row280,25.27938304,heat shock factor,HSF1
dipyridamole,AmbiDILIDrugs,58-32-2,C58322,3.7453,-0.810568431,TOX21_HSE_BLA_agonist_ratio_Row172,6.781121945,heat shock factor,HSF1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.707620489,TOX21_HSE_BLA_agonist_ratio_Row172,9.645044531,heat shock factor,HSF1
entacapone,LessDILIDrugs,130929-57-6,C130929576,4.2583,-2.88470313,TOX21_HSE_BLA_agonist_ratio_Row172,16.54223134,heat shock factor,HSF1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-2.872395262,TOX21_HSE_BLA_agonist_ratio_Row172,65.83071945,heat shock factor,HSF1
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,-1.434304158,TOX21_HSE_BLA_agonist_ratio_Row172,10.56171545,heat shock factor,HSF1
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.482178158,TOX21_HSE_BLA_agonist_ratio_Row172,0.140536848,heat shock factor,HSF1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.993782328,TOX21_HSE_BLA_agonist_ratio_Row172,0.033575429,heat shock factor,HSF1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.244493989,TOX21_HSE_BLA_agonist_ratio_Row172,29.71145792,heat shock factor,HSF1
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.086858084,TOX21_HSE_BLA_agonist_ratio_Row172,26.94929832,heat shock factor,HSF1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-1.432720954,TOX21_MMP_ratio_down_Row67,80.25084211,mitochondrial membrane potential,mmp
piroxicam,LessDILIDrugs,36322-90-4,C36322904,6.0359,-1.286689977,TOX21_MMP_ratio_down_Row67,13.80223203,mitochondrial membrane potential,mmp
propofol,LessDILIDrugs,2078-54-8,C2078548,15.8184,-2.935307537,TOX21_MMP_ratio_down_Row67,62.25026875,mitochondrial membrane potential,mmp
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,0.630181508,TOX21_MMP_ratio_down_Row67,9.169871399,mitochondrial membrane potential,mmp
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-2.005887117,TOX21_MMP_ratio_down_Row67,80.97499187,mitochondrial membrane potential,mmp
nimesulide,MostDILI Drugs,51803-78-2,C51803782,21.0825,0.802574483,TOX21_MMP_ratio_down_Row67,4.162223452,mitochondrial membrane potential,mmp
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.926825951,TOX21_MMP_ratio_down_Row67,5.436305018,mitochondrial membrane potential,mmp
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.095856976,TOX21_MMP_ratio_down_Row67,13.38560975,mitochondrial membrane potential,mmp
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-0.058634943,TOX21_MMP_ratio_up_Row614,5.917663466,mitochondrial membrane potential,mmp
nimesulide,MostDILI Drugs,51803-78-2,C51803782,21.0825,-1.191069664,TOX21_MMP_viability_Row615,46.19322619,mitochondrial membrane potential,mmp
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.690624283,TOX21_MMP_viability_Row615,22.98438824,mitochondrial membrane potential,mmp
zileuton,MostDILI Drugs,111406-87-2,C111406872,13.1192,-2.931066133,TOX21_MMP_viability_Row615,51.57244281,mitochondrial membrane potential,mmp
aztreonam,AmbiDILIDrugs,78110-38-0,C78110380,142.386,0.896742278,TOX21_NFkB_BLA_agonist_ch1_Row247,14.70245396,NFkB,NFKB1
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,-0.211801437,TOX21_NFkB_BLA_agonist_ch2_Row251,126.4911059,NFkB,NFKB1
dipyridamole,AmbiDILIDrugs,58-32-2,C58322,3.7453,-2.407023635,TOX21_NFkB_BLA_agonist_ratio_Row250,12.76032562,NFkB,NFKB1
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.89715833,TOX21_NFkB_BLA_agonist_ratio_Row250,10.73489116,NFkB,NFKB1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.95990275,TOX21_NFkB_BLA_agonist_ratio_Row250,0.28068075,NFkB,NFKB1
terbinafine,MostDILI Drugs,91161-71-6,C91161716,4,-3.690554863,TOX21_NFkB_BLA_agonist_ratio_Row250,18.76221945,NFkB,NFKB1
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-1.334140377,TOX21_NFkB_BLA_agonist_viability_Row241,17.6253274,NFkB,NFKB1
bisacodyl,NoDILI Drugs,603-50-9,C603509,0.15,-1.381814347,TOX21_NFkB_BLA_agonist_viability_Row241,0.357272152,NFkB,NFKB1
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,-1.748997205,TOX21_p53_BLA_p1_ch1_Row166,2.750921503,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,-1.226923847,TOX21_p53_BLA_p1_ch1_Row166,0.604387132,p53,TP53
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.524556622,TOX21_p53_BLA_p1_ch1_Row166,35.3220198,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-0.429585455,TOX21_p53_BLA_p1_ch1_Row166,0.541955846,p53,TP53
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.090667735,TOX21_p53_BLA_p1_ch2_Row274,29.99714369,p53,TP53
docetaxel,LessDILIDrugs,114977-28-5,C114977285,0.933,-1.408938314,TOX21_p53_BLA_p1_ch2_Row274,2.247539447,p53,TP53
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.946494156,TOX21_p53_BLA_p1_ch2_Row274,0.909599355,p53,TP53
mebendazole,LessDILIDrugs,31431-39-7,C31431397,0.126,-0.03963181,TOX21_p53_BLA_p1_ch2_Row274,0.130993608,p53,TP53
paclitaxel,LessDILIDrugs,33069-62-4,C33069624,4.3,-1.526733316,TOX21_p53_BLA_p1_ch2_Row274,10.86495326,p53,TP53
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,0.71993392,TOX21_p53_BLA_p1_ch2_Row274,0.253319769,p53,TP53
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,0.449370666,TOX21_p53_BLA_p1_ch2_Row274,2.389015491,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.961608165,TOX21_p53_BLA_p1_ch2_Row274,0.010419544,p53,TP53
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.192146002,TOX21_p53_BLA_p1_ch2_Row274,6.437588413,p53,TP53
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.669534358,TOX21_p53_BLA_p1_ch2_Row274,0.255251662,p53,TP53
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.581654684,TOX21_p53_BLA_p1_ch2_Row274,26.27208583,p53,TP53
riluzole,MostDILI Drugs,1744-22-5,C1744225,1.6524,-2.535696414,TOX21_p53_BLA_p1_ch2_Row274,5.842384754,p53,TP53
bisacodyl,NoDILI Drugs,603-50-9,C603509,0.15,-2.074546747,TOX21_p53_BLA_p1_ch2_Row274,0.461182012,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-3.011023643,TOX21_p53_BLA_p1_ch2_Row274,1.520579063,p53,TP53
digoxin,NoDILI Drugs,20830-75-5,C20830755,0.0028,-2.368662857,TOX21_p53_BLA_p1_ch2_Row274,0.009432256,p53,TP53
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-0.092710223,TOX21_p53_BLA_p1_ratio_Row162,36.04643412,p53,TP53
docetaxel,LessDILIDrugs,114977-28-5,C114977285,0.933,-1.360081571,TOX21_p53_BLA_p1_ratio_Row162,2.201956106,p53,TP53
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.956279508,TOX21_p53_BLA_p1_ratio_Row162,0.743248359,p53,TP53
mebendazole,LessDILIDrugs,31431-39-7,C31431397,0.126,-0.073044056,TOX21_p53_BLA_p1_ratio_Row162,0.135203551,p53,TP53
paclitaxel,LessDILIDrugs,33069-62-4,C33069624,4.3,0.997498106,TOX21_p53_BLA_p1_ratio_Row162,0.010758143,p53,TP53
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,0.67262346,TOX21_p53_BLA_p1_ratio_Row162,0.29611208,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.974932885,TOX21_p53_BLA_p1_ratio_Row162,0.006803215,p53,TP53
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.655057343,TOX21_p53_BLA_p1_ratio_Row162,0.266433708,p53,TP53
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.570711487,TOX21_p53_BLA_p1_ratio_Row162,26.9593186,p53,TP53
riluzole,MostDILI Drugs,1744-22-5,C1744225,1.6524,-3.824311865,TOX21_p53_BLA_p1_ratio_Row162,7.971692925,p53,TP53
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.164765186,TOX21_p53_BLA_p1_ratio_Row162,62.05193296,p53,TP53
bisacodyl,NoDILI Drugs,603-50-9,C603509,0.15,-2.394469153,TOX21_p53_BLA_p1_ratio_Row162,0.509170373,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-3.404656911,TOX21_p53_BLA_p1_ratio_Row162,1.669805435,p53,TP53
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-1.017136365,TOX21_p53_BLA_p1_viability_Row171,66.54149612,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,-0.105004716,TOX21_p53_BLA_p1_viability_Row171,0.29989828,p53,TP53
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.829070079,TOX21_p53_BLA_p1_viability_Row171,0.132026271,p53,TP53
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,-0.05320228,TOX21_p53_BLA_p1_viability_Row171,78.24534633,p53,TP53
zafirlukast,MostDILI Drugs,107753-78-6,C107753786,1.2107,-3.505274891,TOX21_p53_BLA_p1_viability_Row171,5.45453631,p53,TP53
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.607733569,TOX21_p53_BLA_p2_ch1_Row98,40.94582919,p53,TP53
allopurinol,MostDILI Drugs,315-30-0,C315300,13.812,-0.006377222,TOX21_p53_BLA_p2_ch1_Row98,13.90008219,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.55011479,TOX21_p53_BLA_p2_ch1_Row98,0.122098846,p53,TP53
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-2.149215765,TOX21_p53_BLA_p2_ch1_Row98,40.93980494,p53,TP53
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.313079606,TOX21_p53_BLA_p2_ch1_Row98,21.15964552,p53,TP53
carisoprodol,NoDILI Drugs,78-44-4,C78444,57.6187,0.737918152,TOX21_p53_BLA_p2_ch1_Row98,15.10081538,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.097387233,TOX21_p53_BLA_p2_ch1_Row98,0.7951195,p53,TP53
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.507598541,TOX21_p53_BLA_p2_ch2_Row77,16.24338856,p53,TP53
docetaxel,LessDILIDrugs,114977-28-5,C114977285,0.933,0.996006245,TOX21_p53_BLA_p2_ch2_Row77,0.003726173,p53,TP53
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.964966848,TOX21_p53_BLA_p2_ch2_Row77,0.595563586,p53,TP53
mebendazole,LessDILIDrugs,31431-39-7,C31431397,0.126,-0.828607357,TOX21_p53_BLA_p2_ch2_Row77,0.230404527,p53,TP53
paclitaxel,LessDILIDrugs,33069-62-4,C33069624,4.3,0.998048836,TOX21_p53_BLA_p2_ch2_Row77,0.008390006,p53,TP53
quinine,LessDILIDrugs,130-95-0,C130950,9.2472,-3.423674783,TOX21_p53_BLA_p2_ch2_Row77,40.90660545,p53,TP53
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,0.662270954,TOX21_p53_BLA_p2_ch2_Row77,0.305475922,p53,TP53
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,0.727014508,TOX21_p53_BLA_p2_ch2_Row77,1.184402154,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.970102907,TOX21_p53_BLA_p2_ch2_Row77,0.008114071,p53,TP53
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-2.41730505,TOX21_p53_BLA_p2_ch2_Row77,18.45344727,p53,TP53
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-3.613406074,TOX21_p53_BLA_p2_ch2_Row77,20.92456459,p53,TP53
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.97413496,TOX21_p53_BLA_p2_ch2_Row77,0.019978157,p53,TP53
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.645321372,TOX21_p53_BLA_p2_ch2_Row77,22.27381783,p53,TP53
riluzole,MostDILI Drugs,1744-22-5,C1744225,1.6524,-2.708772539,TOX21_p53_BLA_p2_ch2_Row77,6.128375743,p53,TP53
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-3.142313141,TOX21_p53_BLA_p2_ch2_Row77,31.27902076,p53,TP53
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.352867569,TOX21_p53_BLA_p2_ch2_Row77,15.0270593,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.807098747,TOX21_p53_BLA_p2_ch2_Row77,1.064171135,p53,TP53
digoxin,NoDILI Drugs,20830-75-5,C20830755,0.0028,-3.312241786,TOX21_p53_BLA_p2_ch2_Row77,0.012074277,p53,TP53
hydroxyzine,NoDILI Drugs,68-88-2,C68882,0.2694,0.999977728,TOX21_p53_BLA_p2_ch2_Row77,6.00E-06,p53,TP53
capecitabine,AmbiDILIDrugs,154361-50-9,C154361509,7.9309,0.958712827,TOX21_p53_BLA_p2_ratio_Row80,0.327444442,p53,TP53
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.675864631,TOX21_p53_BLA_p2_ratio_Row80,10.69260995,p53,TP53
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.608232075,TOX21_p53_BLA_p2_ratio_Row80,40.89379376,p53,TP53
docetaxel,LessDILIDrugs,114977-28-5,C114977285,0.933,-1.719389126,TOX21_p53_BLA_p2_ratio_Row80,2.537190055,p53,TP53
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.952135629,TOX21_p53_BLA_p2_ratio_Row80,0.81369431,p53,TP53
mebendazole,LessDILIDrugs,31431-39-7,C31431397,0.126,-1.18375431,TOX21_p53_BLA_p2_ratio_Row80,0.275153043,p53,TP53
paclitaxel,LessDILIDrugs,33069-62-4,C33069624,4.3,0.564336291,TOX21_p53_BLA_p2_ratio_Row80,1.87335395,p53,TP53
quinine,LessDILIDrugs,130-95-0,C130950,9.2472,-3.424430913,TOX21_p53_BLA_p2_ratio_Row80,40.91359754,p53,TP53
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,0.641397762,TOX21_p53_BLA_p2_ratio_Row80,0.324355724,p53,TP53
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,0.205433701,TOX21_p53_BLA_p2_ratio_Row80,3.447384801,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.97023815,TOX21_p53_BLA_p2_ratio_Row80,0.008077366,p53,TP53
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-3.163385078,TOX21_p53_BLA_p2_ratio_Row80,18.88344936,p53,TP53
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.601593674,TOX21_p53_BLA_p2_ratio_Row80,18.21115572,p53,TP53
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.963930579,TOX21_p53_BLA_p2_ratio_Row80,0.027860021,p53,TP53
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.65361884,TOX21_p53_BLA_p2_ratio_Row80,21.75273684,p53,TP53
riluzole,MostDILI Drugs,1744-22-5,C1744225,1.6524,-2.616817563,TOX21_p53_BLA_p2_ratio_Row80,5.976429341,p53,TP53
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.789264937,TOX21_p53_BLA_p2_ratio_Row80,15.65609791,p53,TP53
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.409790339,TOX21_p53_BLA_p2_ratio_Row80,15.39060796,p53,TP53
carisoprodol,NoDILI Drugs,78-44-4,C78444,57.6187,0.73950857,TOX21_p53_BLA_p2_ratio_Row80,15.00917753,p53,TP53
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-2.822679718,TOX21_p53_BLA_p2_ratio_Row80,1.449177881,p53,TP53
hydroxyzine,NoDILI Drugs,68-88-2,C68882,0.2694,0.999969933,TOX21_p53_BLA_p2_ratio_Row80,8.10E-06,p53,TP53
capecitabine,AmbiDILIDrugs,154361-50-9,C154361509,7.9309,0.958610918,TOX21_p53_BLA_p2_viability_Row180,0.328252669,p53,TP53
trimethadione,AmbiDILIDrugs,127-48-0,C127480,41.9167,0.999999237,TOX21_p53_BLA_p2_viability_Row180,3.20E-05,p53,TP53
cimetidine,LessDILIDrugs,51481-61-9,C51481619,4.5176,0.999996436,TOX21_p53_BLA_p2_viability_Row180,1.61E-05,p53,TP53
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,0.607710562,TOX21_p53_BLA_p2_viability_Row180,40.94823076,p53,TP53
famotidine,LessDILIDrugs,76824-35-6,C76824356,0.3082,-0.051768287,TOX21_p53_BLA_p2_viability_Row180,0.324154986,p53,TP53
nifedipine,LessDILIDrugs,21829-25-4,C21829254,0.2711,0.853976241,TOX21_p53_BLA_p2_viability_Row180,0.039587041,p53,TP53
omeprazole,LessDILIDrugs,73590-58-6,C73590586,2.7039,0.999987832,TOX21_p53_BLA_p2_viability_Row180,3.29E-05,p53,TP53
quinidine,LessDILIDrugs,56-54-2,C56542,8.6616,0.999993846,TOX21_p53_BLA_p2_viability_Row180,5.33E-05,p53,TP53
allopurinol,MostDILI Drugs,315-30-0,C315300,13.812,-0.185329869,TOX21_p53_BLA_p2_viability_Row180,16.37177615,p53,TP53
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.273824488,TOX21_p53_BLA_p2_viability_Row180,0.197084034,p53,TP53
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.272206439,TOX21_p53_BLA_p2_viability_Row180,54.06982146,p53,TP53
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.999999762,TOX21_p53_BLA_p2_viability_Row180,1.00E-05,p53,TP53
